0,1,2,3,4
0.0,20.61,0.0,0,13.493164
5.0,20.61,0.0,0,14.36621
0.0,20.64,0.0,0,0.1171875
0.5,20.64,0.0,0,0.17578125
0.0,20.64,0.0,0,1.4189453
0.5,20.64,0.0,0,4.084961
0.0,20.64,0.0,0,0.052734375
2.5,20.66,0.0,0,14.243164
1.0,20.64,0.0,0,0.17578125
0.0,20.64,0.0,0,0.1171875
1.0,20.64,0.0,0,0.0
0.5,20.64,0.0,0,1.4775391
0.5,20.64,0.0,0,13.491211
1.5,20.64,0.0,0,0.34570312
1.0,20.64,0.0,0,1.5361328
1.5,20.64,0.0,0,0.6855469
0.0,20.64,0.0,0,0.0
0.5,20.64,0.0,0,13.491211
0.5,20.64,0.0,0,0.234375
0.0,20.64,0.0,0,2.493164
2.5,20.64,0.0,0,0.17578125
0.0,20.64,0.0,0,0.234375
0.0,20.64,0.0,0,13.672852
0.0,20.64,0.0,0,0.1171875
0.0,20.64,0.0,0,13.428711
0.0,20.64,0.0,0,0.234375
0.0,20.64,0.0,0,1.7685547
0.5,20.64,0.0,0,0.96875
0.5,20.64,0.0,0,0.5761719
0.0,20.64,0.0,0,13.549805
0.5,20.64,0.0,0,0.3515625
0.0,20.64,0.0,0,1.4775391
1.5,20.64,0.0,0,0.29296875
0.0,20.64,0.0,0,0.234375
0.5,20.64,0.0,0,13.59668
0.5,20.64,0.0,0,0.17578125
0.0,20.64,0.0,0,1.7363281
1.0,20.64,0.0,0,0.234375
0.0,20.64,0.0,0,0.5097656
0.5,20.64,0.0,0,13.432617
0.0,20.64,0.0,0,0.17578125
1.5,20.64,0.0,0,13.375977
0.5,20.64,0.0,0,0.6269531
5.0,20.64,0.0,0,1.5927734
1.0,20.64,0.0,0,0.234375
0.0,20.64,0.0,0,0.3515625
0.0,20.64,0.0,0,13.374023
0.0,20.64,0.0,0,0.17578125
0.0,20.64,0.0,0,2.053711
1.5,20.64,0.0,0,0.29296875
0.0,20.64,0.0,0,0.234375
0.0,20.64,0.0,0,13.37207
1.0,20.64,0.0,0,0.1171875
0.5,20.64,0.0,0,1.7832031
0.5,20.64,0.0,0,0.29296875
3.5,20.64,0.0,0,0.1171875
0.0,20.64,0.0,0,13.549805
0.0,20.64,0.0,0,0.234375
0.0,20.64,0.0,0,1.5947266
1.5,20.64,0.0,0,0.234375
0.5,20.64,0.0,0,1.5947266
1.5,20.64,0.0,0,0.29296875
0.0,20.64,0.0,0,0.1171875
0.5,20.64,0.0,0,13.59668
0.0,20.64,0.0,0,0.1640625
0.0,20.64,0.0,0,2.1669922
2.5,20.64,0.0,0,0.05859375
2.0,20.64,0.0,0,0.41015625
0.0,20.64,0.0,0,14.008789
0.0,20.64,0.0,0,0.45117188
0.0,20.64,0.0,0,1.7949219
1.0,20.64,0.0,0,0.29296875
0.0,20.64,0.0,0,0.1171875
0.0,20.64,0.0,0,13.31543
0.0,20.64,0.0,0,0.17578125
0.5,20.64,0.0,0,121.1084
0.0,20.64,0.0,0,1.4775391
0.0,20.64,0.0,0,13.555664
0.5,20.66,0.0,0,2.7685547
0.0,20.66,0.0,0,0.22265625
1.0,20.66,0.0,0,0.3515625
0.0,20.66,0.0,0,1.7119141
0.5,20.66,0.0,0,13.493164
0.5,20.64,0.0,0,0.234375
0.0,20.66,0.0,0,0.296875
1.5,20.66,0.0,0,0.234375
0.0,20.66,0.0,0,1.5361328
0.0,20.66,0.0,0,13.610352
0.5,20.66,0.0,0,0.7519531
0.0,20.66,0.0,0,13.491211
0.0,20.66,0.0,0,0.3515625
0.0,20.66,0.0,0,0.05859375
0.5,20.66,0.0,0,0.1171875
0.0,20.66,0.0,0,1.4775391
0.0,20.66,0.0,0,13.612305
0.0,20.66,0.0,0,2.8271484
0.0,20.66,0.0,0,0.1171875
1.5,20.66,0.0,0,0.234375
0.0,20.66,0.0,0,1.4189453
0.0,20.66,0.0,0,13.375977
0.0,20.64,0.0,0,0.29296875
0.0,20.64,0.0,0,0.234375
0.5,20.64,0.0,0,0.1171875
0.5,20.66,0.0,0,1.4775391
0.0,20.64,0.0,0,13.551758
0.0,20.64,0.0,0,0.05859375
5.0,20.66,0.0,0,13.364258
0.0,20.69,0.0,0,0.234375
0.0,20.69,0.0,0,0.05859375
0.5,20.69,0.0,0,0.1171875
0.0,20.72,0.0,0,1.4189453
0.0,20.72,0.0,0,13.999023
0.5,20.72,0.0,0,2.5908203
1.0,20.72,0.0,0,0.3515625
1.0,20.72,0.0,0,0.0
0.0,20.72,0.0,0,1.7119141
0.0,20.72,0.0,0,13.608398
0.0,20.72,0.0,0,0.7519531
0.0,20.72,0.0,0,0.29296875
1.5,20.72,0.0,0,0.05859375
0.0,20.72,0.0,0,1.5947266
1.0,20.72,0.0,0,13.549805
0.5,20.72,0.0,0,0.5683594
0.0,20.72,0.0,0,12.985352
0.0,20.72,0.0,0,0.234375
1.0,20.72,0.0,0,0.3515625
1.0,20.72,0.0,0,0.234375
0.5,20.72,0.0,0,1.6533203
1.0,20.72,0.0,0,13.374023
0.0,20.72,0.0,0,0.29296875
0.5,20.72,0.0,0,0.34570312
1.0,20.72,0.0,0,0.29296875
0.0,20.74,0.0,0,1.5361328
0.5,20.72,0.0,0,13.700195
0.0,20.72,0.0,0,0.1171875
0.0,20.72,0.0,0,0.17578125
2.0,20.72,0.0,0,0.234375
0.0,20.72,0.0,0,2.0478516
1.0,20.72,0.0,0,13.87793
0.5,20.72,0.0,0,0.234375
0.0,20.72,0.0,0,0.1171875
0.5,20.72,0.0,0,0.40429688
0.0,20.72,0.0,0,0.234375
1.0,20.72,0.0,0,0.17578125
0.0,20.74,0.0,0,1.3603516
0.5,20.72,0.0,0,13.430664
0.5,20.72,0.0,0,0.29296875
0.5,20.72,0.0,0,0.29296875
1.5,20.72,0.0,0,0.3515625
1.0,20.74,0.0,0,1.4189453
0.0,20.74,0.0,0,13.489258
0.0,20.74,0.0,0,0.17578125
0.0,20.74,0.0,0,0.1171875
1.0,20.72,0.0,0,0.234375
0.0,20.72,0.0,0,1.4189453
0.0,20.74,0.0,0,13.37207
1.0,20.74,0.0,0,0.3515625
0.5,20.74,0.0,0,0.05859375
0.5,20.74,0.0,0,0.234375
1.0,20.72,0.0,0,1.5947266
1.5,20.74,0.0,0,0.29882812
0.0,20.74,0.0,0,1.4189453
0.0,20.74,0.0,0,13.489258
0.0,20.74,0.0,0,0.17578125
0.0,20.72,0.0,0,0.111328125
1.0,20.74,0.0,0,0.33398438
0.0,20.74,0.0,0,1.5947266
0.0,20.74,0.0,0,13.430664
1.0,20.74,0.0,0,0.234375
0.0,20.72,0.0,0,0.16992188
2.0,20.72,0.0,0,0.234375
1.0,21.81,9.17094,117,11.321289
1.5,21.81,9.118519,135,9.59375
1.5,21.81,9.560345,116,7.794922
0.0,21.83,9.154471,123,5.4414062
2.5,21.81,9.184466,103,23.692383
1.5,21.83,9.171875,128,6.3564453
0.5,21.83,9.165289,121,9.419922
1.5,21.83,9.106796,103,5.0976562
1.5,21.83,9.084112,107,9.234375
0.5,21.83,9.173913,115,20.786133
0.5,21.83,9.323308,133,8.719727
1.5,21.83,9.153846,117,7.2421875
1.5,21.83,9.123967,121,4.845703
0.5,21.83,9.311927,109,9.015625
0.5,21.83,9.183333,120,20.74121
0.5,21.83,9.149607,127,9.595703
0.5,21.83,9.212963,108,22.356445
0.0,21.83,9.1470585,136,7.370117
1.0,21.83,9.148149,108,7.2929688
2.0,21.83,9.212963,108,7.361328
1.0,21.83,9.198198,111,9.033203
1.5,21.83,9.428572,119,25.543945
0.5,21.83,9.114504,131,8.491211
0.5,21.83,9.256,125,6.345703
2.0,21.83,9.123967,121,7.84375
1.0,21.83,9.124031,129,5.0
0.0,21.83,17.123894,113,22.65332
0.0,21.83,9.169642,112,6.9228516
2.0,21.83,9.16129,124,9.144531
1.0,21.83,12.5625,112,10.175781
0.5,21.83,9.418803,117,8.560547
1.0,21.83,9.111111,117,14.643555
0.0,21.83,9.1603775,106,7.689453
1.0,21.83,9.120689,116,21.125977
1.0,21.83,9.086538,104,13.141602
1.0,21.83,9.146552,116,11.341797
2.5,21.83,9.3412695,126,7.419922
1.0,21.83,9.257143,105,9.658203
1.0,21.83,9.114754,122,19.575195
1.0,21.83,9.327586,116,10.454102
0.5,21.83,9.148149,135,6.029297
1.5,21.83,9.136364,110,5.7910156
1.0,21.83,9.177083,96,8.763672
1.0,21.83,9.175439,114,22.442383
0.5,21.83,9.291667,120,10.637695
0.5,21.83,9.145299,117,7.888672
6.6,21.83,9.136752,117,5.6289062
1.5,21.83,9.45283,106,7.7734375
2.5,21.86,9.129032,124,7.2441406
1.5,21.83,9.293578,109,7.0097656
0.5,21.83,9.218488,119,21.024414
1.0,21.83,9.083333,108,10.131836
0.5,21.83,9.194915,118,9.724609
2.5,21.83,9.25862,116,8.140625
1.0,21.83,9.185484,124,7.4375
0.5,21.83,9.274809,131,17.481445
1.5,21.86,9.147826,115,7.3134766
1.5,21.83,9.117117,111,6.3945312
0.5,21.83,9.085714,105,4.6640625
0.5,21.83,9.128713,101,5.4941406
1.0,21.83,9.180181,111,24.469727
0.5,21.86,9.347458,118,9.200195
0.0,21.83,13.4,105,9.5859375
1.5,21.83,9.145162,124,5.6289062
2.0,21.83,9.25,124,7.6835938
2.0,21.83,9.1192665,109,10.490234
0.5,21.83,9.112782,133,7.3984375
1.0,21.75,9.113208,106,20.385742
0.5,21.75,9.072727,110,8.389648
1.0,21.75,9.101851,108,7.3476562
1.5,21.73,9.235294,102,5.0976562
0.5,21.75,9.168224,107,7.8095703
2.0,21.65,9.038095,105,20.15918
2.0,21.65,9.075,120,8.133789
0.5,21.65,9.165289,121,9.1796875
1.0,21.65,14.443548,124,8.865234
0.5,21.65,9.18644,118,9.974609
1.0,21.65,9.068377,117,23.916992
1.0,21.65,9.355556,135,6.415039
0.5,21.65,9.111111,108,4.482422
0.5,21.65,9.193877,98,8.77832
1.5,21.65,9.226891,119,8.871094
1.5,21.65,9.154546,110,10.792969
0.5,21.65,9.140845,142,8.246094
0.5,21.65,9.12037,108,19.706055
0.5,21.65,13.726496,117,8.77832
1.0,21.63,9.084745,118,6.8535156
2.0,21.65,9.30597,134,10.451172
1.5,21.65,9.094017,117,9.021484
0.5,21.65,9.292683,123,21.104492
1.0,21.65,9.131313,99,10.491211
1.0,21.65,9.129771,131,5.625
2.0,21.65,9.122951,122,7.6875
1.0,21.65,9.166667,102,5.953125
3.0,21.65,9.118182,110,21.516602
0.5,21.65,9.794871,117,8.950195
1.5,21.65,9.076336,131,7.0117188
0.5,21.65,9.169492,118,9.459961
1.0,21.65,9.214876,121,5.5058594
2.5,21.65,9.107142,112,9.591797
1.0,21.65,15.784483000000002,116,8.25
1.5,21.65,9.115385,130,20.157227
0.0,21.65,9.166667,108,10.383789
1.0,21.65,9.097015,134,5.169922
1.5,21.65,9.209091,110,7.7910156
1.0,21.65,9.149532,107,6.4003906
0.5,21.65,9.118182,110,20.993164
0.5,21.65,9.139344,122,14.155273
1.5,21.65,11.746155000000002,130,7.013672
2.0,21.65,9.104,125,5.560547
2.0,21.65,9.100841,119,8.183594
1.0,21.65,10.732824,131,22.027344
0.0,21.65,9.122807,114,9.737305
0.0,21.65,9.133928,112,19.719727
1.0,21.65,9.145162,124,9.618164
1.0,21.65,9.258928,112,10.943359
1.5,21.65,9.172414,116,7.8066406
1.5,21.68,9.18644,118,6.4960938
0.5,21.65,9.102804,107,21.049805
1.0,21.65,9.137931,116,9.061523
2.0,21.68,10.413462,104,12.4765625
1.5,21.65,12.765217,115,11.3125
1.0,21.65,9.102363,127,7.8046875
1.5,21.65,9.190476,105,22.973633
1.0,21.63,9.139344,122,8.237305
0.0,21.65,9.111111,117,8.701172
1.5,21.65,9.124087,137,5.1015625
0.5,21.63,9.178572,112,6.939453
1.5,21.65,9.170213,94,10.785156
1.0,21.63,11.705883,119,7.3007812
1.0,21.65,9.111111,117,19.661133
1.5,21.65,9.198276,116,9.46582
0.0,21.65,16.991596,119,4.5566406
1.5,21.65,9.163462,104,9.337891
1.5,21.65,9.112,125,5.0976562
1.0,21.65,9.162162,111,22.53418
0.5,21.68,9.168141,113,9.647461
1.0,21.68,9.095653,115,10.451172
2.0,21.68,9.289474,114,10.03125
1.0,21.68,9.158334,120,8.3359375
2.5,21.68,9.412699,126,20.124023
1.0,21.73,9.126865,134,6.6220703
1.0,21.68,9.141509,106,20.18457
1.0,21.7,9.196581,117,7.006836
1.0,21.68,9.227723,101,7.3671875
1.5,21.68,9.16,100,9.183594
2.5,21.68,9.353448,116,8.386719
1.0,21.68,9.175439,114,20.99121
1.0,21.65,9.079208,101,13.214844
1.0,21.65,9.152672,131,6.7148438
1.5,21.65,9.109375,128,6.779297
1.5,21.65,9.174757,103,10.923828
1.0,21.65,9.151515,132,18.735352
1.5,21.65,9.201835,109,8.086914
0.5,21.65,9.137614,109,6.841797
2.0,21.65,9.2616825,107,8.705078
1.0,21.65,9.138614,101,7.9472656
2.0,21.65,9.451923,104,19.198242
1.0,21.65,9.144144,111,9.547852
2.0,21.65,9.140496,121,19.905273
1.0,21.65,9.162394,117,8.151367
1.5,21.65,9.193548,124,11.083984
2.0,21.65,10.383333,120,6.8496094
0.5,21.65,9.193277,119,9.640625
0.0,21.65,9.068182,132,22.39746
1.0,21.65,9.121495,107,6.713867
1.5,21.65,9.887755,98,6.9140625
1.0,21.65,9.231405,121,9.65625
1.5,21.65,9.157408,108,10.5
1.0,21.65,9.159722,144,20.27246
0.0,21.65,9.178218,101,9.879883
1.0,21.65,9.178862,123,6.3398438
2.0,21.65,9.162394,117,9.386719
0.5,21.65,9.25,136,9.677734
1.0,21.65,9.146552,116,20.805664
1.0,21.65,9.195122,123,7.319336
1.0,21.65,9.165049,103,23.27832
0.5,21.65,9.114504,131,7.821289
1.5,21.65,9.176471,119,9.761719
2.0,21.65,9.105769,104,5.0429688
1.5,21.65,9.342592,108,7.7441406
1.0,21.65,9.182609,115,22.405273
1.0,21.65,9.186567,134,8.545898
0.0,21.65,9.205129,117,8.130859
2.5,21.65,9.163935,122,4.2226562
1.0,21.65,9.158878,107,8.638672
1.0,21.65,9.175,120,20.09668
1.0,21.65,9.133859,127,10.469727
0.5,21.65,9.214953,107,6.779297
1.0,21.65,9.392858,140,12.800781
1.0,21.65,9.125,104,7.392578
2.5,21.65,9.157408,108,22.25586
1.5,21.65,9.217391,115,8.136719
1.0,21.65,9.161017,118,23.805664
1.0,21.65,16.821705,129,7.8251953
1.0,21.65,9.178294,129,4.5009766
1.5,21.65,9.237288,118,7.1816406
0.5,21.65,9.2213745,131,6.060547
1.0,21.65,9.189189,111,24.208008
1.0,21.65,9.149123,114,9.141602
1.0,21.65,9.176,125,7.7441406
2.0,21.65,9.178572,112,5.21875
0.5,21.65,9.139131,115,6.4453125
2.5,21.65,9.288136,118,21.45996
0.5,21.65,9.148149,108,9.874023
0.5,21.65,9.131579,114,5.6132812
2.0,21.65,9.3714285,105,8.542969
0.5,21.65,9.168067,119,9.142578
1.5,21.65,9.184874,119,8.706055
1.5,21.63,9.144144,111,6.4003906
1.5,21.63,12.682925999999998,123,22.458008
0.0,21.65,9.173913,115,10.448242
0.5,21.63,9.1605835,137,6.578125
2.0,21.65,9.189189,111,4.154297
1.0,21.65,9.234694,98,8.708984
0.5,21.63,18.081081,111,20.399414
0.5,21.65,9.196581,117,5.520508
1.0,21.65,9.381356,118,7.859375
2.0,21.65,9.275862,116,6.345703
3.0,21.65,9.186916,107,10.167969
1.5,21.65,11.161291,124,17.063477
1.5,21.65,9.172728,110,10.500977
0.5,21.65,9.221239,113,7.8515625
1.0,21.65,9.25862,116,10.123047
2.5,21.65,9.169642,112,8.185547
2.0,21.65,11.398375,123,9.313477
1.5,21.65,9.2,125,7.5253906
0.0,21.65,9.233577,137,18.813477
0.5,21.65,11.273584,106,9.022461
1.0,21.65,9.234782,115,5.044922
2.0,21.65,9.171718,99,9.271484
2.5,21.65,9.221154,104,7.408203
3.0,21.68,9.141593,113,20.90918
1.0,21.65,9.151786,112,8.782227
1.5,21.78,9.15534,103,9.21875
1.5,21.83,9.19403,134,10.970703
0.5,21.83,9.174603,126,6.845703
1.0,21.83,9.217822,101,25.387695
1.0,21.83,9.186567,134,7.508789
3.0,21.88,9.196261,107,6.580078
2.0,21.68,9.563637,110,6.7773438
0.5,21.68,9.214286,112,7.8535156
1.5,21.65,9.3092785,97,11.155273
0.5,21.65,9.198113,106,8.00293
1.0,21.65,9.19266,109,22.28418
1.0,21.65,9.165289,121,8.719727
0.5,21.65,9.237288,118,5.8242188
1.5,21.65,9.217742,124,7.8046875
3.0,21.65,9.491526,118,7.126953
2.0,21.65,9.128205,117,23.983398
0.0,21.65,9.240602,133,10.844727
0.5,21.65,9.518518,108,5.0507812
1.5,21.65,14.170000000000002,100,7.419922
1.0,21.65,9.193277,119,7.6777344
1.5,21.65,9.229358,109,20.495117
1.0,21.65,9.237762,143,8.211914
1.0,21.65,9.215686,102,9.576172
1.0,21.65,9.258064,124,6.9189453
1.0,21.65,9.161017,118,9.490234
2.0,21.65,9.176923,130,10.204102
1.0,21.65,9.210084,119,6.5664062
2.0,21.65,10.516666,120,21.363281
2.5,21.65,9.205607,107,11.858398
1.5,21.68,9.207692,130,9.4296875
1.5,21.65,9.166667,120,8.517578
2.5,21.68,9.23,100,7.296875
0.5,21.65,9.207208,111,21.069336
1.0,21.65,9.25862,116,9.086914
1.0,21.65,13.956522,138,5.4414062
2.0,21.65,9.259259,108,10.724609
1.0,21.65,9.563492,126,5.279297
1.5,21.65,9.201835,109,20.666992
1.0,21.65,9.190083,121,8.180664
0.5,21.68,9.277778,126,12.079102
1.5,21.65,9.365385,104,8.130859
0.5,21.65,9.178572,140,8.691406
2.5,21.68,9.280374,107,9.891602
0.0,21.65,9.220183,109,7.7539062
1.0,21.65,9.238938,113,19.885742
2.5,21.65,9.333333,120,9.549805
1.5,21.65,11.82677,127,5.9433594
1.0,21.65,9.2153845,130,4.9296875
1.0,21.65,9.278688,122,9.207031
1.0,21.65,9.181103,127,21.112305
0.0,21.65,9.27027,111,9.389648
1.5,21.65,9.508772,114,10.980469
1.0,21.65,9.262295,122,6.126953
0.5,21.65,9.247863,117,6.328125
